id,cyto_area,pb_area,area_ratio
5-1-f,88253.0,2862.0,0.03242949248184198
5-1,88294.0,2862.0,0.0324144335968469
5-2-f,91688.0,2951.0,0.03218523689032371
5-2,91658.5,2956.0,0.03225014592209124
6-1-f,98205.0,-,-
6-10-f,96179.5,3044.5,0.031654354618187865
6-10,96081.5,3049.5,0.031738680182969665
6-11-f,106768.5,2659.5,0.024909032158361315
6-11,106755.0,2666.0,0.024973069177087723
6-12-f,100775.0,3803.5,0.0377424956586455
6-12,100784.5,3821.5,0.03791753692284032
6-13-f,101226.0,1469.0,0.014512081876197815
6-13,101288.5,1474.0,0.014552491151512758
6-14-f,105366.0,3206.5,0.03043201791849363
6-14,105396.0,3230.0,0.03064632433868458
6-15-f,102043.0,2647.0,0.0259400448830395
6-15,102026.0,2596.0,0.025444494540607297
6-16-f,100706.0,2087.5,0.02072865569082279
6-16,100611.0,2125.0,0.021120950989454434
6-17-f,101414.5,4166.5,0.04108386867755597
6-17,101451.5,4142.5,0.040832318891292886
6-18-f,102326.0,2521.5,0.02464183101069132
6-18,102354.0,2535.0,0.02476698516911894
6-19-f,98733.0,2768.0,0.028035206060790213
6-19,98700.5,2768.0,0.0280444374648558
6-1,98289.5,-,-
6-2-f,97188.5,3135.0,0.03225690282286484
6-20-f,101993.5,3272.0,0.032080475716589785
6-20,101950.5,3272.0,0.032094006405069125
6-2,97030.0,3144.5,0.032407502834175
